Finchley and Golders Green|Liberal Democrats |Sarah Hoyle|None|3,375|6.8|-25.0
Greenwich and Woolwich |Liberal Democrats |Chris Annous|None|3,865|9.0|-4.7
Hackney South and Shoreditch|Liberal Democrats |Theo Roos|None|||
Harrow East|Liberal Democrats |Reetendra Nath Banerji|None|1,511|3.2|
Hayes and Harlington|Liberal Democrats |Alex Cunliffe|None|1,316|3.4|-1.0
Hendon|Liberal Democrats |Clareine Enderby|None|1,966|4.8|
Hornchurch and Upminster|Liberal Democrats |Ian Sanderson|None|2,381|5.1|-2.0
Ilford North|Liberal Democrats |Fraser Coppin|None|528|1.2|
Ilford South |Liberal Democrats |Richard Clare|None|||
Lewisham East|Liberal Democrats |Callum Littlemore|None|2,471|6.1|-4.0
Leyton and Wanstead |Liberal Democrats |Tara Copeland|None|2,815|6.4|
Mitcham and Morden |Liberal Democrats |Jenifer Gould|None|||
Mitcham and Morden |Liberal Democrats |Luke Taylor|None|3,717|8.1|+5.0
Old Bexley and Sidcup|Liberal Democrats |Adrian Hyyrylainen-Trett|None|1,927|4.0|
Orpington|Liberal Democrats |Graeme Casey|None|4,728|10.3|
Poplar and Limehouse|Liberal Democrats |Richard Flowers|None|4,189|9.7|
Richmond Park |Liberal Democrats |Sarah Olney|None|||
Richmond Park |Liberal Democrats |Sarah Olney|winning|34,559|53.1|+8.0
Romford|Liberal Democrats |Thomas Clarke|None|1,895|4.3|-1.5
Sutton and Cheam|Liberal Democrats |Luke Taylor |winning|17,576|36.9|+3.5
Tooting |Liberal Democrats |Judith Trounson|None|4,438|8.4|-5.8
Tottenham|Liberal Democrats |Tammy Palmer|None|3,168|6.8|+3.4
Twickenham |Liberal Democrats |Munira Wilson|winning|30,185|56.3|+0.1
Walthamstow|Liberal Democrats |Rebecca Taylor |None|1,736|3.8|-2.1
Wimbledon |Liberal Democrats |Paul Kohler |winning|24,790|45.1|+6.8
Bath|Liberal Democrats |Wera Hobhouse|winning|19,883|41.3|
Filton and Bradley Stoke|Liberal Democrats |Benet Allen|None|10,000|19.9|
North Somerset|Liberal Democrats |Ashley Cartman|None|7,121|13.2|-3.3
Thornbury and Yate|Liberal Democrats |Claire Young|winning|20,815|39.0|+6.4
Frome and East Somerset|Liberal Democrats |Anna Sabine|None|||
Wells and Mendip Hills|Liberal Democrats |Tessa Munt|None|23,622|46.9|+16.1
Weston|Liberal Democrats |Patrick Keating|None|||
North Cornwall|Liberal Democrats |Ben Maguire|None|24,904|47.8|+17.9
South East Cornwall|Liberal Democrats |Colin Martin|None|8,284|16.8|
St Austell and Newquay|Liberal Democrats |Joanna Kenny|None|4,805|10.3|
St Austell and Newquay|Liberal Party |Jay Latham|None|490|1.0|
St Ives|Liberal Democrats |Andrew George |winning|25,033|52.0|
St Ives|Liberal Party |Paul Nicholson|None|187|0.4|
Truro and Falmouth|Liberal Democrats |Ruth Gripper|None|6,552|13.0|
Truro and Falmouth|Liberal Party |Peter White|None|8,151|16.2|
Exeter|Liberal Democrats |Will Aczel|None|4,201||
Exmouth and Exeter East|Liberal Democrats |Paul Arnott|None|11,387|22.2|
Honiton and Sidmouth|Liberal Democrats |Richard Foord|winning|23,007|45.4|
Torridge and Tavistock|Liberal Democrats |Phil Hutty|None|12,099|23.8|+5.9
Tiverton and Minehead|Liberal Democrats |Rachel Gilmour|winning|18,326|38.6|
Plymouth Moor View|Liberal Democrats |Sarah Martin|None|1,766|4.1|
Plymouth Sutton and Devonport|Liberal Democrats |Holly Greenberry-Pullen|None|2,441|5.8|
South Devon|Liberal Democrats |Caroline Voaden|None|7,127|10.7|-43.0
Newton Abbot|Liberal Democrats |Martin Wrigley|None|15,201|31.7|+9.5
North Devon|Liberal Democrats |Ian Roome|None|21,820|42.4|+12.4
South West Devon|Liberal Democrats |Julian Brazil|None|5,551|10.6|
Torbay|Liberal Democrats |Steve Darling|winning|18,937|41.1|+16.9
Christchurch|Liberal Democrats |Mike Cox|None|9,486|20.0|+2.6
Poole|Liberal Democrats |Oliver Walters|None|5,507|12.4|
Bournemouth East|Liberal Democrats |Jon Nicholas|None|3,082|6.9|-4.1
Bournemouth West|Liberal Democrats |Jeff Hanna|None|4311|10.9|+0.8
Mid Dorset and North Poole|Liberal Democrats |Vikki Slade|winning|21,442|43.3|+13.4
South Dorset|Liberal Democrats |Matt Bell|None|8,017|16.3|+5.7
West Dorset|Liberal Democrats |Edward Morello|winning|26,999|50.7|+18.7
Cheltenham|Liberal Democrats |Max Wilkinson|winning|25,076|50.6|
Forest of Dean|Liberal Democrats |James Joyce|None|2,604|5.4|
Gloucester|Liberal Democrats |Rebecca Jane Trimnell|None|4,759|10.4|
Tewkesbury|Liberal Democrats |Cameron Thomas |winning|20,730|42.7|
South Cotswolds|Liberal Democrats |Roz Savage|winning|22,961|43.9|
North Cotswolds|Liberal Democrats |Paul Hodgkinson|None|14069|28.0|+10.0
Bridgwater|Liberal Democrats |Claire Sully|None|5,781|14.40|
Yeovil|Liberal Democrats |Adam Dance|None|23,765|48.5|+17.4
Glastonbury and Somerton|Liberal Democrats |Sarah Dyke|None|||
Taunton and Wellington|Liberal Democrats |Gideon Amos|winning|24,331|48.4|+12.1
Melksham and Devizes|Liberal Democrats |Brian Mathew |None|20,031|39.1|+11.9
East Wiltshire|Liberal Democrats |David Kinnaird|None|||
South West Wiltshire|Liberal Democrats |Bret Palmer|None|7,205||
Swindon North|Liberal Democrats |Flo Clucas|None|2,086|4.7|
Swindon South|Liberal Democrats |Matt McCabe|None|1,843|4.1|
Chippenham|Liberal Democrats |Sarah Gibson |winning|22,552|45.5|
Salisbury|Liberal Democrats |Victoria Charleston|None|11,825|23.6|+4.1
Bristol Central|Liberal Democrats |Nicholas Coombes|None|1,162|2.7|
Bristol East|Liberal Democrats |Tony Sutcliffe|None|2,713|5.9|-1.0
Bristol North East|Liberal Democrats |Louise Harris |None|1,964|4.7|-0.4
Bristol North West|Liberal Democrats |Caroline Gooch|None|4,159|8.6|+0.5
Bristol South|Liberal Democrats |Andrew Brown|None|2,721|6.3|+0.1
